"entrezgene","sample_1","sample_2","sample_3","sample_4"
21928,8,7,0,9
21929,72,31,10,31
21930,53,71,53,82
21933,1275,4225,1125,483
21934,282,110,39,136
21935,0,0,0,0
21936,29,41,18,14
21937,38,73,43,38
21938,5386,10825,23,146
21939,2,6,2,4
21940,5,5,0,3
21941,15,0,0,0
21942,2,1,0,0
21943,0,1,0,1
21944,14,3,4,14
21945,123,113,67,104
21946,0,2,5,4
21947,1,0,0,2
21948,1,5,0,6
21949,13,3,0,1
21950,4,4,6,1
21951,361,599,363,571
21952,7,12,3,6
21953,2,10,3,1
21954,8,3,4,31
21955,2,20,12,22
21956,14,28,3,10
21957,2,17,7,11
21958,0,0,0,0
21959,0,0,0,8
21960,5,1,0,5
21961,308,471,243,594
21968,40,60,17,50
21969,209,403,202,663
21973,441,1051,662,2699
21974,382,880,421,1490
21975,23,34,14,24
21976,62,152,75,154
21981,62,85,36,59
21982,87,207,88,166
21983,235,314,137,71
21984,0,1,0,0
21985,29,35,39,14
21987,22,25,10,17
21990,5,2,0,5
21991,74,714,178,487
22003,1688,3204,1752,2952
22004,233,566,223,737
22017,189,317,86,288
22018,7,0,1,5
22019,185,458,219,551
22021,133,154,59,87
22022,51,19,14,48
22024,0,0,0,4
22025,78,127,43,157
22026,562,674,350,828
22027,775,3594,2200,7851
22029,10,9,5,11
22030,17,28,12,18
22031,120,97,86,96
22032,48,96,36,104
22034,128,203,76,299
22035,243,484,188,225
22036,24,25,9,63
22037,2,0,0,0
22038,46,28,20,54
22040,0,0,0,0
22041,39,30,8,36
22042,33,141,52,189
22044,6,1,0,0
22045,7,0,0,2
22051,83,145,45,172
22057,59,106,39,133
22059,176,449,143,273
22061,32,72,25,37
22062,7,7,1,1
22063,14,14,4,3
22064,81,136,86,275
22065,3,7,6,9
22066,7,22,9,13
22067,722,1476,29,114
22068,35,7,4,5
22070,2175,4106,1349,7721
22072,2,0,0,0
22073,13,0,0,13
22074,2,0,0,2
22083,69,150,76,171
22084,219,285,152,256
22088,133,178,88,147
22092,22,56,11,13
22094,4,0,2,1
22095,25,0,0,12
22099,123,370,171,559
22110,185,260,117,129
22113,1,4,0,0
22114,0,0,0,0
22115,0,4,0,1
22116,8,1,0,6
22117,8,28,20,30
22121,834,1255,459,2144
22122,36,41,24,23
22123,76,96,44,79
22127,1,2,1,6
22129,1226,1807,893,2250
22130,825,1267,469,1054
22134,89,157,88,89
22137,34,84,70,229
22138,316,1254,340,444
22139,0,0,2,1
22141,65,61,36,38
22142,2280,4299,1535,4248
22143,2664,5016,1888,5259
22144,0,0,1,5
22145,13,20,9,39
22146,1550,3668,1412,3269
22147,0,0,1,4
22151,91,144,62,92
22152,21,17,10,3
22153,15,11,3,20
22154,1237,3235,1414,2367
22156,3,14,6,7
22157,12,15,7,37
22158,207,252,84,196
22160,492,280,129,350
22163,2,11,1,18
22164,1,2,0,5
22165,4,3,1,7
22166,147,400,206,452
22169,6,13,2,6
22171,2993,2632,703,2056
22173,718,1274,628,619
22174,19,48,25,49
22177,22,84,19,30
22178,1,0,2,7
22183,34,66,34,75
22184,86,159,66,180
22185,77,202,108,106
22186,549,1404,445,672
22187,1934,3124,1566,943
22190,2522,5274,4619,1193
22192,37,28,9,25
22193,428,439,199,833
22194,81,172,62,120
22195,250,365,178,478
22196,446,718,311,702
22200,161,285,149,319
22201,693,1044,465,1197
22209,81,107,69,133
22210,125,350,135,384
22213,57,143,43,30
22214,279,346,232,284
22215,96,242,102,191
22217,70,122,55,124
22218,80,443,175,776
22221,175,452,264,334
22222,173,349,185,308
22223,3,7,2,3
22224,149,141,73,164
22225,130,150,64,111
22226,0,0,0,0
22227,6,2,0,0
22228,112,207,143,111
22229,0,0,0,2
22230,46,190,114,207
22232,58,76,15,49
22234,128,305,152,151
22235,127,162,111,215
22236,1,3,1,2
22238,3,1,0,0
22239,3,4,0,0
22240,128,172,71,149
22241,113,247,103,201
22242,1,0,0,1
22245,35,45,19,20
22247,46,167,88,107
22248,48,86,16,28
22249,77,92,61,267
22253,591,891,394,1029
22255,3213,11814,117,155
22256,1246,1916,41,188
22258,154,358,149,246
22259,9,4,1,11
22260,27,45,25,13
22262,3,0,0,3
22264,5,3,0,0
22268,6,15,0,6
22269,2,0,0,6
22270,8,4,0,4
22271,4,3,0,0
22272,59,188,61,27
22273,87,138,58,138
22275,41,81,32,195
22276,25,35,15,63
22278,22,51,18,16
22282,90,105,43,131
22283,43,14,2,18
22284,790,1651,810,2333
22286,0,0,0,0
22287,0,0,0,4
22288,546,859,581,1159
22289,358,378,249,920
22293,0,0,0,0
22294,20,53,12,54
22295,27,2,0,36
22296,8,3,0,0
22297,36,10,0,5
22300,5,0,0,3
22301,4,1,0,0
22305,7,4,3,1
22306,24,7,2,1
22307,14,0,0,6
22310,21,5,2,4
22311,13,3,2,2
22312,5,1,0,0
22313,7,0,0,2
22317,3,10,4,6
22318,104,240,78,214
22319,151,467,195,563
22320,61,161,35,87
22321,25,73,28,63
22323,98,102,42,28
22324,77,86,23,61
22325,13,15,13,8
22326,0,0,0,0
22327,59,103,49,131
22329,141,456,159,670
22330,390,434,293,288
22333,305,572,217,735
22334,133,410,181,455
22335,177,340,98,264
22337,3,4,7,2
22339,384,399,105,295
22340,118,107,30,75
22341,97,84,45,65
22342,1,3,3,2
22343,87,335,166,227
22344,523,401,242,1153
22346,70,193,56,138
22348,0,0,0,1
22349,37,5,20,24
22350,64,116,36,38
22351,15,25,9,35
22352,2257,2006,1011,2641
22353,0,0,0,0
22354,8,2,2,13
22355,1849,5979,65,147
22359,82,128,71,116
22360,2,0,0,17
22361,2,9,2,0
22362,0,0,2,2
22363,0,0,0,1
22364,0,0,0,3
22365,14,68,42,59
22367,57,135,91,149
22368,25,11,3,19
22370,0,0,0,3
22371,59,34,20,38
22373,0,0,0,0
22375,70,100,76,71
22376,458,828,183,58
22377,100,153,69,142
22378,47,38,24,26
22379,154,209,86,210
22380,74,164,65,231
22381,284,484,236,376
22384,542,541,220,518
22385,501,906,524,1483
22388,218,291,189,219
22390,87,97,68,279
22393,86,144,30,137
22401,357,309,125,445
22402,42,77,30,35
22403,0,2,0,2
22404,133,172,87,125
22408,0,3,0,2
22409,2,0,0,0
22410,4,2,2,0
22411,1,9,4,6
22412,3,0,0,3
22413,29,54,21,19
22414,34,70,38,80
22415,4,0,1,0
22416,0,0,0,20
22417,2,6,2,0
22418,866,768,596,1006
22419,17,13,4,7
22420,1,2,0,7
22421,3,8,0,0
22422,2,3,1,1
22423,4,0,0,0
22427,139,190,98,225
22428,86,175,58,171
22431,4,3,0,0
22433,218,379,164,146
22436,52,18,9,3
22437,2,3,0,6
22439,99,124,15,56
22441,17,3,2,2
22445,14,9,13,7
22446,7,5,13,7
22589,663,1761,1066,4893
22590,29,25,27,164
22591,30,39,34,38
22592,86,149,91,333
22594,84,141,96,191
22596,45,164,77,179
22598,213,149,61,66
22599,188,1049,450,739
22601,474,556,227,554
22608,789,1530,873,2629
22612,57,126,82,177
22619,68,88,41,53
22625,14,19,2,1
22626,2,5,0,6
22627,2535,3524,1305,4241
22628,533,587,235,400
22629,507,633,275,736
22630,589,1117,473,1556
22631,1052,3273,1425,2142
22632,177,150,75,103
22634,16482,31328,4888,25526
22635,114,20,4,68
22637,0,0,1,3
22640,56,105,44,70
22642,56,33,21,43
22643,62,115,49,130
22644,62,129,90,160
22646,35,71,48,151
22648,431,706,216,250
22652,9,11,14,22
22654,10,13,11,24
22658,87,219,134,239
22661,319,474,255,455
22666,63,121,62,85
22668,316,709,330,721
22670,130,157,65,149
22671,7,6,2,2
22673,30,43,15,21
22678,12,43,25,68
22680,685,1498,648,2002
22682,209,327,120,330
22685,55,129,29,43
22687,59,63,40,65
22688,569,774,360,812
22689,57,115,49,150
22690,40,73,28,103
22691,7,43,17,21
22693,62,58,25,146
22694,26,104,53,84
22695,37,58,23,32
22696,316,229,73,443
22697,119,242,63,515
22698,3189,12471,149,315
22700,98,103,63,51
22701,71,65,51,80
22702,3,1,2,2
22704,149,171,76,141
22709,51,85,38,130
22710,22,39,15,53
22712,8,10,2,2
22715,116,225,158,371
22717,60,109,46,151
22718,112,354,163,442
22719,48,109,27,202
22720,182,355,134,532
22722,36,49,26,46
22724,3,11,2,11
22746,25,32,22,39
22750,348,634,212,529
22751,109,192,76,277
22754,372,314,20,119
22755,17,86,36,60
22756,21,34,14,45
22757,48,42,26,166
22758,73,76,51,149
22759,161,189,92,720
22761,9,8,15,8
22762,28,23,2,6
22763,341,647,331,790
22764,145,294,210,426
22770,194,259,133,363
22771,95,53,8,65
22772,5,0,0,0
22773,5,0,0,1
22774,13,0,0,4
22775,51,69,32,48
22776,91,148,107,113
22778,50,96,21,79
22779,38,99,32,92
22780,7,5,2,31
22781,40,51,25,50
22782,54,107,46,60
22784,3,1,0,0
22785,133,150,68,204
22786,5,0,0,0
22787,1,1,0,26
22788,1,0,0,5
22789,8,0,0,1
22791,73,137,86,290
22793,197,246,89,186
23789,92,146,54,97
23790,286,338,152,318
23792,83,92,33,110
23793,7,0,0,0
23794,66,104,74,188
23795,5,0,636,2
23796,174,172,102,116
23797,217,424,272,386
23801,19,19,1,5
23802,147,183,88,114
23805,41,44,25,45
23806,397,836,404,727
23807,81,138,74,147
23808,111,251,118,249
23821,229,174,112,206
23825,73,207,72,94
23827,806,1497,542,563
23828,2,0,1,0
23829,1,0,2,11
23830,11,42,32,24
23831,11,29,10,32
23832,713,1456,439,654
23833,2,11,3,2
23834,32,73,32,81
23836,290,195,10,118
23837,71,390,180,553
23844,2,0,463,6
23845,12,10,2,4
23849,105,284,105,168
23850,74,81,25,86
23853,14,14,7,17
23854,77,69,36,72
23855,0,0,452,0
23856,306,582,293,687
23857,229,480,281,587
23859,96,117,78,286
23863,2,14,2,15
23871,151,174,128,120
23872,125,286,109,194
23873,39,107,39,69
23874,144,251,126,234
23876,582,1010,369,321
23877,97,82,37,97
23879,49,110,46,85
23880,23,91,25,71
23881,342,662,320,749
23882,5,3,5,8
23885,38,98,37,134
23886,1,0,0,2
23887,10,8,8,4
23888,2495,2229,801,1485
23890,6,13,7,13
23892,32,9,14,66
23893,45,112,55,51
23894,76,146,52,98
23897,72,194,53,184
23900,0,0,1,0
23908,368,423,208,350
23912,6,19,19,23
23917,26,28,16,15
23918,162,259,102,161
23919,0,2,0,3
23920,15,3,0,22
23921,11,16,2,1
23922,70,36,24,84
23923,1,1,5,2
23924,34,92,38,158
23925,12,0,0,7
23927,0,0,0,1
23928,19,6,3,15
23934,22,3,2,13
23936,66,65,20,28
23937,302,406,227,835
23938,91,107,60,66
23939,107,100,57,90
23942,176,305,116,149
23943,86,158,73,66
23945,14,11,8,5
23947,95,84,45,62
23948,23,5,15,3
23950,122,318,159,293
23954,11,20,1,50
23955,30,65,35,55
23956,1,0,0,0
23957,0,0,0,0
23958,3,1,0,5
23959,22,15,12,29
23960,28,7,2,9
23961,244,228,81,144
23962,43,27,8,60
23963,23,74,22,13
23964,31,29,13,62
23965,1652,2288,1059,2839
23966,498,412,262,292
23967,3023,2534,252,299
23968,22,6,4,37
23969,3,3,2,7
23970,228,277,127,189
23971,170,241,110,173
23972,656,454,179,737
23980,751,1660,506,1036
23983,341,303,187,135
23984,52,14,25,27
23985,4,0,0,9
23986,88,170,101,279
23988,131,300,126,274
23989,82,184,81,85
23991,25,19,10,7
23992,39,79,50,132
23993,1,4,2,6
23994,278,418,152,431
23996,90,153,79,247
23997,20,80,32,148
23999,27,35,13,24
24000,51,47,24,73
24001,123,237,104,211
24004,5,5,3,3
24010,191,676,332,1882
24012,7,3,1,3
24013,1311,991,257,854
24014,1868,1703,262,721
24015,185,475,246,562
24017,105,151,78,151
24018,67,109,96,189
24030,58,60,18,22
24044,14,78,35,22
24045,0,1,0,4
24046,5,2,0,11
24047,52,18,4,30
24050,1343,924,113,873
24051,63,118,57,68
24052,71,190,85,141
24053,9,0,1,6
24055,38,44,14,48
24056,262,175,100,207
24057,30,24,17,36
24058,5,7,3,6
24059,48,61,25,40
24060,108,293,101,497
24061,280,666,341,2134
24063,40,24,30,103
24064,87,52,32,97
24066,62,50,36,24
24067,272,874,354,1377
24068,59,188,89,249
24069,47,57,25,30
24070,22,46,29,45
24071,1606,1088,296,569
24074,18,48,38,129
24075,150,97,42,76
24083,250,364,142,173
24084,23,32,11,74
24086,235,350,210,696
24087,1,1,1,12
24088,28,50,29,51
24099,8,3,3,4
24100,38,33,27,22
24102,0,0,0,0
24105,73,130,56,106
24108,4,2,0,1
24109,100,102,63,38
24110,4,10,1,12
24111,0,1,0,1
24112,4,0,0,0
24113,92,37,4,31
24115,1,1,1,35
24116,195,255,113,196
24117,65,35,27,45
24127,188,376,213,519
24128,134,315,184,365
24131,12,8,5,4
24132,23,50,25,49
24135,145,360,142,472
24136,729,769,366,948
26356,48,87,46,99
26357,71,117,70,189
26358,24,48,9,27
26359,6,0,0,1
26360,170,190,63,220
26361,25,1,0,3
26362,224,314,187,266
26363,24,49,29,74
26364,153,175,88,172
26365,71,56,61,35
26366,17,1,5,1
26367,3361,12404,121,208
26368,0,0,0,0
26369,0,0,0,1
26370,49,84,34,119
26371,100,91,48,172
26372,38,117,48,59
26373,52,66,36,97
26374,241,668,257,592
26377,6,41,17,43
26378,202,265,128,106
26379,94,150,80,67
26380,25,0,0,1
26381,33,41,13,59
26382,3,14,3,11
26383,496,432,232,377
26384,38,33,18,55
26385,109,112,41,90
26386,4,0,0,1
26388,14,13,5,1
26390,7502,29570,322,288
26394,6,15,7,15
26395,72,77,57,78
26396,68,109,46,85
26397,115,115,40,64
26398,190,216,145,456
26399,59,141,69,175
26400,92,195,99,106
26401,82,180,71,81
26403,45,47,29,24
26404,1212,885,483,892
26405,82,214,86,133
26406,53,75,31,50
26407,68,175,117,128
26408,55,60,53,84
26409,3618,7243,266,567
26410,5,21,3,5
26411,12,17,4,18
26412,15,39,21,12
26413,453,487,237,510
26414,24,19,8,40
26415,9,12,11,7
26416,251,286,103,361
26417,174,212,110,90
26419,152,251,136,311
26420,151,237,145,260
26422,387,709,411,1157
26423,10,5,0,7
26424,15,11,8,12
26425,46,76,26,40
26426,59,42,16,74
26427,215,228,106,325
26428,187,376,184,265
26429,39,61,30,98
26430,99,197,89,253
26431,169,229,138,171
26432,134,382,241,951
26433,70,106,57,80
26434,146,76,75,166
26436,2,5,0,17
26437,5,3,1,5
26438,8,0,0,6
26439,150,17,0,18
26440,71,292,116,230
26441,96,368,181,453
26442,127,646,199,548
26443,199,383,146,636
26444,65,369,164,434
26445,148,340,119,137
26446,55,171,84,82
26447,30,42,26,50
26448,23,40,9,33
26450,153,259,107,268
26451,360,1036,349,1367
26456,107,104,64,120
26457,1121,2103,926,641
26458,1,2,6,2
26459,3,2,1,2
26462,20,10,9,4
26464,0,0,0,1
26465,59,113,92,165
26466,437,596,302,930
26549,3,11,6,5
26554,240,535,256,677
26556,51,71,35,72
26557,97,101,54,90
26558,30,60,28,42
26559,44,80,48,117
26560,0,0,0,0
26561,21,18,9,37
26562,54,111,49,74
26563,113,179,97,116
26564,133,77,63,132
26565,9,0,2,1
26568,29,66,29,11
26569,45,64,27,61
26570,19793,27138,239,4538
26572,123,284,133,351
26611,201,641,250,562
26754,156,340,136,243
26757,30,67,31,46
26874,265,395,134,141
26875,178,175,65,202
26876,1,2,0,0
26877,23,15,9,10
26878,43,99,33,55
26879,67,77,34,64
26885,223,416,223,711
26886,11,52,37,73
26887,0,0,4,0
26888,383,132,45,130
26889,215,201,94,169
26891,130,339,167,449
26893,99,301,93,353
26894,139,184,100,126
26895,81,115,46,104
26896,249,480,187,579
26897,24,37,7,28
26898,5,0,0,0
26901,13,95,25,47
26903,38,44,33,78
26904,11,2,1,2
26905,298,444,354,750
26909,52,57,31,67
26910,0,0,0,0
26912,5,28,4,11
26913,11,2,1,5
26914,292,349,210,676
26918,3,0,20,5
26919,27,81,39,49
26920,118,260,151,524
26921,434,791,455,993
26922,14,26,18,17
26926,45,170,100,151
26927,28,18,12,25
26931,189,295,180,331
26932,102,203,95,359
26934,400,1734,319,288
26936,728,977,469,809
26938,1,16,3,18
26939,82,142,109,120
26940,27,58,22,52
26941,17,47,10,4
26942,27,35,15,25
26943,410,662,345,472
26944,5,2,7,4
26945,27,12,14,21
26946,12,5,0,8
26949,82,80,32,42
26950,28,44,19,174
26951,38,56,48,48
26961,733,1536,563,571
26965,170,525,281,751
26968,88,157,78,100
26970,0,0,0,0
26971,10,1,6,3
26972,6,0,0,1
26987,9900,12890,183,1972
26992,208,243,131,353
27007,0,3,0,3
27008,130,159,73,131
27015,96,161,71,237
27027,17,2,0,2
27028,31,45,16,3
27029,32,20,10,13
27041,141,384,142,318
27045,76,32,18,29
27047,646,1419,506,856
27049,45,49,31,25
27050,440,2425,594,1262
27052,20,13,2,41
27053,17,53,34,29
27054,66,129,65,197
27055,575,836,345,548
27056,17,54,9,40
27057,273,399,153,373
27058,51,152,85,345
27059,143,195,89,226
27060,35,75,45,68
27061,91,221,88,150
27062,14,6,9,8
27078,27,92,30,67
27081,253,360,150,410
27083,7,6,2,17
27084,23,0,0,11
27096,31,105,58,56
27103,96,161,88,125
27140,0,0,0,0
27176,813,2260,804,1873
27204,912,951,367,770
27205,122,59,39,134
27206,241,435,230,353
27207,511,1470,411,1360
27214,33,107,59,121
27215,395,294,155,530
27216,3,0,0,0
27217,5,3,0,4
27218,18,1,0,5
27219,7,0,0,2
27220,0,1,0,0
27221,255,298,151,391
27222,8,3,1,3
27223,438,679,376,1097
27224,211,355,181,373
27225,89,184,88,172
27226,8,14,4,12
27260,11,3,0,3
27261,3,2,4,8
27263,6,4,1,5
27267,33,68,37,48
27273,56,20,12,22
27274,12,27,8,21
27275,58,95,40,115
27276,7,11,4,20
27277,46,95,44,132
27278,2,5,0,4
27279,0,6,4,2
27280,14,19,6,8
27281,12,5,2,1
27354,38,58,39,131
27355,39,36,12,39
27356,12,11,5,10
27357,138,146,73,185
27358,7,0,0,4
27359,24,67,17,44
27360,145,182,95,316
27361,24,23,8,68
27362,46,93,37,66
27364,201,383,148,483
27366,522,762,295,231
27367,709,2489,1105,2651
27368,68,131,65,137
27369,79,69,24,99
27370,441,1533,409,897
27371,1940,4479,59,374
27372,1,0,0,0
27373,176,166,81,290
27374,82,158,81,126
27375,26,18,11,12
27376,15,22,28,17
27377,178,415,193,395
27378,5,0,0,0
27379,0,0,0,3
27380,1,4,0,0
27381,6,0,0,0
27382,9,0,0,0
27384,1,0,5,1
27385,9,17,11,4
27386,25,108,27,42
27387,44,56,27,34
27388,47,99,51,129
27389,3,0,0,0
27390,5,1,0,1
27392,75,140,49,61
27393,44,129,53,284
27395,36,100,59,106
27397,161,306,133,275
27398,17,49,23,28
27399,107,212,100,140
27400,1,0,0,1
27401,266,518,187,393
27402,27,107,51,84
27403,10,6,3,15
27404,19,19,14,44
27405,25,12,2,13
27406,62,185,86,103
27407,62,172,101,112
27409,6,3,4,10
27410,65,75,48,62
27411,18,3,0,5
27412,32,13,12,7
27413,10,0,0,5
27414,12,20,6,5
27416,114,233,193,166
27418,118,307,178,379
27419,5,11,5,9
27421,23,8,1,8
27425,74,276,80,285
27426,20,33,16,33
27428,111,118,25,48
27494,325,659,194,606
27528,1197,2826,1501,4268
27632,63,138,48,125
27643,22,31,8,21
27660,26,40,23,21
27681,44,105,35,27
27756,83,142,44,152
27762,62,27,14,41
27784,352,664,256,428
27801,62,86,33,70
27878,129,332,121,352
27883,6,11,3,18
27886,69,68,43,78
27965,66,90,42,61
27966,17,32,8,11
27967,116,206,93,248
27973,123,218,46,208
27979,116,165,107,84
27981,337,742,474,618
27984,25,90,31,23
27993,78,152,73,77
27998,15,24,9,21
27999,104,247,128,219
28000,189,345,131,1095
28006,112,182,130,237
28010,13,19,6,45
28015,685,705,327,1501
28018,479,781,369,533
28019,21,22,24,9
28028,52,166,67,194
28030,76,87,54,121
28035,86,94,48,118
28036,57,166,83,455
28040,32,54,15,42
28042,81,187,86,73
28064,91,119,42,150
28071,27,103,27,54
28075,90,88,49,65
28077,37,77,24,61
28078,1,1,0,0
28080,110,341,125,344
28081,167,158,93,177
28084,59,176,62,78
28088,80,267,99,121
28105,603,1052,402,681
28106,17,120,33,10
28109,61,184,91,126
28113,31,48,21,31
28114,103,223,128,246
28126,67,84,60,49
28135,53,101,60,160
28146,163,815,274,492
28169,68,57,51,73
28185,142,279,115,284
28193,2423,1292,364,312
28194,6,1,3,2
28199,42,101,55,144
28200,47,53,25,102
28240,75,13,2,21
28248,4,1,1,0
28250,14,0,2,3
28253,3,0,0,1
28254,8,2,1,0
28295,26,38,11,41
29805,10,35,9,49
29806,185,270,136,290
29807,44,33,15,21
29808,733,1418,711,1516
29809,178,216,154,313
29810,61,97,38,91
29811,175,521,182,324
29812,149,302,125,181
29813,34,23,30,23
29815,14,14,12,11
29816,8,2,1,5
29817,192,86,21,48
29818,5891,22714,161,195
29819,133,269,95,333
29820,53,114,62,62
29845,4,0,0,2
29846,0,1,0,0
29849,1,0,0,0
29856,47,73,47,40
29857,4,10,5,14
29858,20,95,45,46
29859,3,7,4,1
29861,5,7,4,10
29862,0,0,1,2
29863,111,165,80,181
29864,54,129,50,97
29865,276,103,32,107
29866,0,0,0,3
29867,0,2,1,2
29869,264,326,136,592
29870,16,27,13,30
29871,122,189,127,259
29873,7,1,1,8
29875,374,472,273,636
29876,278,261,216,239
29877,325,504,230,821
30044,13,4,0,4
30045,4,11,6,13
30046,464,745,428,1142
30049,93,104,29,47
30050,152,273,135,358
30051,0,1,2,2
30052,1,1,0,2
30053,15,0,0,0
30054,14,14,4,4
30055,43,86,27,17
30056,83,122,89,201
30057,33,120,48,95
30058,53,217,34,297
30059,30,78,25,77
30060,12,8,0,15
30785,210,262,180,614
30791,113,184,68,127
30794,53,88,49,69
30795,131,465,210,1008
30800,4,0,0,0
30805,7,4,1,9
30806,16,16,7,26
30838,13,37,15,19
30839,60,73,37,130
30840,4,22,9,9
30841,288,297,138,330
30843,57,91,49,83
30853,237,209,78,175
30877,115,213,107,233
30878,44,40,40,67
30923,0,0,0,0
30924,24,40,15,95
30925,10,0,2,8
30926,172,284,111,433
30927,0,0,0,0
30928,30,57,30,72
30930,84,205,106,240
30931,42,46,22,23
30932,78,200,82,301
30933,47,36,19,28
30934,43,244,75,109
30935,15,25,20,35
30936,0,3,0,1
30937,24,49,19,71
30938,0,2,4,6
30939,271,179,64,334
30940,98,231,95,211
30941,51,132,55,191
30942,11,8,3,10
30943,5,0,1,0
30944,248,594,264,560
30945,87,174,96,157
30946,233,234,97,94
30947,24,64,27,65
30948,35,101,54,61
30949,50,72,28,72
30951,7,7,4,7
30952,3,6,3,6
30953,0,0,0,0
30954,64,183,59,72
30955,27,72,17,24
30956,24,17,16,11
30957,178,352,178,240
30959,13,36,9,34
30960,125,173,86,99
30962,20,0,1,37
30963,16,48,2,27
50490,66,76,41,109
50492,15,76,28,30
50493,112,180,73,111
50496,98,238,111,309
50497,77,155,65,193
50498,0,3,1,2
50500,28,42,19,118
50501,5,0,0,0
50505,362,501,202,298
50518,0,0,0,5
50523,201,413,231,293
50524,159,199,90,334
50525,4,5,1,7
50527,105,210,91,123
50528,12,6,20,2
50529,93,118,37,193
50530,9,2,1,4
50540,1,0,0,0
50701,0,0,0,6
50702,0,1,0,0
50706,3555,2568,2454,7717
50708,27,86,94,51
50709,40,159,205,113
50720,75,77,47,87
50721,44,75,32,76
50722,2,0,1,9
50723,10,9,10,5
50724,66,41,22,62
50753,78,61,35,51
50754,67,140,82,258
50755,121,230,110,220
50757,9,0,0,2
50758,1174,1109,327,934
50759,11,3,2,0
50760,89,76,34,52
50762,16,5,2,12
50764,13,7,0,5
50765,2,4,2,12
50766,146,234,59,145
50767,55,146,58,205
50768,166,248,127,273
50769,29,47,19,18
50770,418,473,300,381
50771,141,176,80,129
50772,159,332,193,261
50773,11,48,21,32
50774,0,0,0,1
50775,0,0,0,0
50776,19,33,18,18
50778,6,0,0,0
50779,17,45,22,27
50780,45,48,38,126
50781,221,292,110,282
50782,0,14,8,6
50783,25,107,25,44
50784,23,23,5,11
50785,71,136,79,31
50786,110,171,81,179
50787,15,16,2,4
50788,3,1,3,0
50789,215,373,162,256
50790,24,68,38,49
50791,327,169,75,112
50793,354,713,293,1038
50794,97,137,38,54
50795,4,4,2,15
50796,1,0,1,0
50797,258,653,325,1232
50798,78,86,36,67
50799,12,31,8,24
50817,70,87,39,91
50849,155,125,70,187
50850,180,416,228,503
50868,41,89,31,82
50873,10,14,6,9
50874,1,8,2,3
50875,200,419,204,361
50876,166,220,94,199
50877,321,564,214,415
50878,27,37,9,44
50880,31,35,18,52
50883,252,305,136,335
50884,364,540,291,410
50887,64,111,45,562
50905,16,13,8,26
50907,90,278,125,201
50908,45,143,38,87
50909,27,52,10,43
50911,62,239,88,294
50912,113,148,94,195
50913,0,0,0,1
50914,0,0,1,0
50915,11,6,6,12
50916,0,0,0,2
50917,29,25,13,28
50918,6032,11490,261,750
50926,342,1395,768,1643
50927,193,817,505,2625
50928,9,0,0,0
50929,0,0,0,0
50930,1,3,0,2
50931,6,3,3,6
50932,38,66,66,68
50933,36,54,35,87
50934,121,94,11,47
50935,25,62,33,34
50995,330,366,162,384
50996,23,59,18,54
50997,26,56,23,44
51786,172,269,159,299
51788,785,1724,914,2301
51789,61,59,37,143
51791,10,5,0,18
51792,256,366,210,331
51793,99,243,102,157
51795,49,81,54,55
51796,378,1149,602,1270
51797,126,165,75,95
51798,39,105,32,46
51799,7,6,1,2
51800,7,41,21,23
51801,8,2,7,7
51810,793,1623,902,2320
51811,23,0,0,5
51812,71,57,28,9
51813,46,123,51,80
51869,203,430,260,662
51875,5,16,3,4
51885,290,354,148,454
51886,435,1317,685,1493
51897,48,109,46,90
51902,291,334,173,309
51938,78,162,65,201
51944,64,115,46,156
51960,85,148,97,140
52004,22,22,12,5
52009,101,309,154,197
52013,38,96,62,156
52014,256,380,133,365
52020,3,3,0,3
52023,59,119,77,185
52024,1,0,2,0
52028,508,658,287,446
52033,32,88,32,94
52036,319,691,345,631
52040,124,165,107,182
52055,78,85,48,96
52064,64,109,50,368
52065,147,199,88,139
52076,21,59,18,22
52118,36,81,24,54
52120,57,61,52,96
52123,81,167,69,117
52132,111,136,67,151
52150,586,368,159,194
52163,39,115,63,98
52174,34,121,31,75
52184,41,87,38,138
52187,1109,1026,24,185
52202,192,320,123,196
52206,141,335,228,676
52231,44,78,33,77
52245,39,78,43,105
52250,46,68,31,21
52276,107,248,92,354
52323,202,357,165,293
52331,14,13,14,19
52335,230,266,104,127
52348,1393,1490,256,1343
52357,157,194,105,188
52372,5,2,1,2
52377,198,328,151,219
52389,18,11,0,3
52392,13,38,16,17
52397,279,504,277,1160
52398,843,914,470,1139
52428,13,6,2,12
52430,92,68,34,91
52432,74,152,57,110
52440,250,533,245,955
52443,23,56,42,51
52463,507,643,320,1369
52466,5,14,6,9
52468,920,1406,600,1138
52469,102,108,37,82
52477,96,192,88,210
52502,165,140,68,128
52504,77,129,56,72
52513,18,90,40,38
52521,52,127,55,86
52530,71,126,35,25
52535,36,47,26,62
52538,71,116,44,136
52551,129,203,106,176
52552,109,311,132,146
52563,407,573,350,919
52570,4,5,1,5
52575,19,42,25,60
52585,73,135,48,54
52588,105,86,44,71
52589,16,17,2,5
52592,92,218,136,311
52609,14,5,6,3
52614,10,1,0,3
52615,156,240,132,356
52626,33,64,23,96
52633,49,89,39,89
52635,133,233,107,249
52637,46,53,21,47
52639,171,110,69,169
52653,38,97,30,68
52662,68,69,20,76
52665,59,102,59,76
52666,129,246,133,341
52668,18,37,21,29
52670,5,22,8,5
52679,105,106,60,75
52683,155,199,98,172
52685,4,3,0,7
52686,1105,1150,429,664
